Note ID,Created at,Alias,Tweet ID,User ID,Misleading,Helpful
1759247645921456618,1708272298683,cozy-magnolia-toucan,1759226646526099944,816178,true,
1792479208863629810,1716195320704,adaptable-granite-conebill,1792476616741789959,816178,true,
1858819648688382027,1732012114104,futuristic-orchard-hornbill,1858555771975348624,816178,true,
1859557413486997705,1732188010938,perceptive-slope-thicketbird,1858899822519963794,816178,true,
1860788050567328060,1732481417682,calm-creek-nighthawk,1858899822519963794,816178,false,
2052794223032668198,1778259256501,observant-apple-sunbird,2052681240273154363,816178,true,true
2052862602204635643,1778275559365,cheery-nutmeg-towhee,2052681240273154363,816178,true,
1738900421115249028,1703421142258,futuristic-sky-lorikeet,1738541191313121716,1839871,true,
1742890014651109883,1704372335478,funny-rainforest-mousebird,1742888978649645505,1839871,true,
1743598040521523213,1704541142002,imaginative-grass-goose,1742888978649645505,1839871,false,
1792774065360658727,1716265619969,adventurous-moonlight-hummingbird,1792446890992370141,1839871,true,
1906268715861069850,1743324853279,confident-meadow-falcon,1905262323322740936,1839871,true,
1919007988884631742,1746362132652,distinguished-cactus-flowerpecker,1918854259971641469,1839871,true,
2007849839560892854,1767543680454,humble-samba-tailorbird,2007711894778589228,1839871,true,false
2007865185487433972,1767547339208,stunning-petal-scaup,2007711894778589228,1839871,false,
2027706945453625476,1772278098243,cosmic-root-grackle,2027672790766440808,1839871,false,
2032073312936083527,1773319006558,delightful-marble-bullfinch,2029958239396450518,1839871,true,
1943287562384142667,1752150834066,blissful-valley-bullfinch,1943038352363556921,3354811,true,
1903533571215688185,1742672743979,loyal-canopy-nightingale,1903454680778219688,4808861,true,
1709972373963681978,1696524158360,swift-rosewood-flamingo,1709910064029470873,5496932,true,
1709984659453427889,1696527087447,neat-branch-canary,1709910064029470873,5496932,true,
1765731850264203454,1709818253473,admirable-pond-tern,1765551942980493665,5496932,true,
1766547840099102974,1710012800609,remarkable-field-wren,1766201959495745852,5496932,true,
1785109285975802176,1714438194161,innovative-passionfruit-tailorbird,1785025494817055215,5496932,true,
1803689572074979581,1718868079572,spunky-juniper-canary,1803166826433552881,5496932,true,
1805686378652746083,1719344155359,brainy-plum-cardinal,1805328487932207288,5496932,true,
1805930163353317567,1719402278162,jovial-pistachio-penguin,1805328487932207288,5496932,false,
1813047471058395233,1721099176550,remarkable-root-puffbird,1812963530175619422,5496932,true,
1816140905981587892,1721836708908,tropical-autumn-grassbird,1783844208534573307,5496932,true,
1826263448579137632,1724250111133,articulate-highland-peacock,1826028941775352039,5496932,true,
1845885058080772513,1728928267389,transcendent-granite-cacholote,1766201959495745852,5496932,false,
1845893184863584663,1728930204965,dazzling-passionfruit-lark,1845817465130926100,5496932,true,
1897453442152509704,1741223128246,limber-clay-wigeon,1897422120239685810,5496932,true,
1897502902706434408,1741234920562,stellar-bonsai-sandpiper,1897422120239685810,5496932,false,
1897666919018152215,1741274025097,loyal-spring-egret,1897422120239685810,5496932,true,
1955256181733363946,1755004375285,informative-mango-kite,1955234195241841084,5496932,true,
1955268984720273775,1755007427755,comical-cherry-peacock,1955234195241841084,5496932,false,false
1955386799565799768,1755035517004,marvelous-prairie-mallard,1955234195241841084,5496932,true,true
1959417418813723062,1755996491518,notable-clay-pheasant,1953805549398643002,5496932,true,
1982078091317973490,1761399216858,marvelous-spruce-crake,1981776232669749433,5496932,true,
1996281519808114927,1764785578096,great-marble-drongo,1995905284737233011,5496932,true,
2043736474395222378,1776099720940,bold-buckeye-chicken,2043698990647042289,5496932,true,
2048568701537132876,1777251813669,botanical-highland-hillstar,2047814677636252071,5496932,true,
2049003257822077340,1777355419961,resourceful-mountain-osprey,2048848755466653971,5496932,true,
2049091027466686572,1777376345876,charismatic-granite-ostrich,2048848755466653971,5496932,false,
2049123417853440430,1777384068345,soothing-peat-spoonbill,2048848755466653971,5496932,false,
2049201959727702146,1777402794188,supreme-lumber-finfoot,2048848755466653971,5496932,true,
2049919611890524323,1777573895796,sensible-jackfruit-robin,2047814677636252071,5496932,false,
2052938076209516707,1778293553771,joyful-mulberry-owl,2047814897921139056,5496932,true,
2052938076209516707,1778293553771,joyful-mulberry-owl,2047814897921139056,5496932,true,true
1662305889699733504,1685159582913,phenomenal-ocean-rooster,1661859126954082305,5509762,true,
1674778770199179264,1688133349354,phenomenal-ocean-rooster,1674507630188851214,5509762,true,
1682806417315463168,1690047289578,humble-beach-sparrow,1682480228562616323,5509762,false,
1697844383364620661,1693632620077,swift-grove-jay,1697303785473712417,5509762,true,
1700696704478011715,1694312666422,hearty-seashore-whistler,1697303785473712417,5509762,false,
1753949019036918096,1707009007591,gracious-birch-sunbird,1753945180078522608,5509762,true,
1753988228317614244,1707018355813,supreme-banana-mockingbird,1753945180078522608,5509762,false,
1765251241268195495,1709703667358,fortuitous-park-warbler,1765198938380902746,5509762,true,
1765316176400285815,1709719149100,enlightened-sandalwood-rooster,1765198938380902746,5509762,false,
1765383296278577311,1709735151728,fascinating-snow-kingfisher,1765198938380902746,5509762,true,
1765398781380456681,1709738843660,charismatic-lumber-crane,1765198938380902746,5509762,false,
1780056588012933532,1713233537091,respectful-coconut-stork,1780013098528633309,5509762,true,
1780057173323915391,1713233676641,mindful-lake-crane,1780013098528633309,5509762,false,
1780676803708723505,1713381408039,marvelous-peach-puffin,1780013098528633309,5509762,true,
1796314953218985987,1717109833421,contemplative-almond-albatross,1796292757071519844,5509762,true,
1811524599055589801,1720736095571,contemplative-almond-albatross,1811119504971420000,5509762,true,
1811946379528536572,1720836655872,brave-sand-penguin,1811119504971420000,5509762,false,
1818083772551545116,1722299924397,melodious-sequoia-bluebird,1817618201498595463,5509762,true,
1818087523085591034,1722300818593,winning-blossom-cardinal,1817618201498595463,5509762,false,
1838624118666592410,1727197124532,admirable-apple-goldfinch,1838269492314394908,5509762,true,
1838691253992722931,1727213130841,accomplished-grapefruit-parakeet,1838269492314394908,5509762,true,
1868323253611352198,1734277950085,humble-beach-sparrow,1866862637105176797,5509762,true,
1870589805505225040,1734818338167,spunky-birch-stilt,1870500635847856572,5509762,true,
1870597468330893732,1734820165128,explorative-evergreen-cormorant,1870500635847856572,5509762,true,
1870616898246783079,1734824797580,generous-highland-lapwing,1870500635847856572,5509762,false,
1870870398348537967,1734885236715,industrious-eucalyptus-antwren,1870466300008628634,5509762,true,
1870904852244791666,1734893451163,contemporary-root-osprey,1870466300008628634,5509762,true,
1870939187001925879,1734901637207,outstanding-forest-antwren,1870466300008628634,5509762,true,
1871045233057599956,1734926920557,peppy-grapefruit-hawk,1870466300008628634,5509762,false,
